Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
8	Stromal cells	Endothelial	Endothelial	C10orf128	0.29	14.7	8.31e-64
8	Stromal cells	Endothelial	Endothelial	MLKL	0.39	21.7	1.04e-63
8	Stromal cells	Endothelial	Endothelial	PRCP	1.59	70.6	6.52e-63
8	Stromal cells	Endothelial	Endothelial	ITGA6	0.92	59.4	1.28e-62
8	Stromal cells	Endothelial	Endothelial	GFOD1	0.41	22.4	4.32e-62
8	Stromal cells	Endothelial	Endothelial	PSCA	-1.95	50.3	8.8e-62
8	Stromal cells	Endothelial	Endothelial	DPYSL2	0.89	57.3	1.83e-61
8	Stromal cells	Endothelial	Endothelial	SEPT6	0.33	20.3	2.09e-61
8	Stromal cells	Endothelial	Endothelial	EMP1	1.16	78.3	2.91e-61
8	Stromal cells	Endothelial	Endothelial	PERP	-1.5	32.9	4.41e-61
8	Stromal cells	Endothelial	Endothelial	CD40	0.53	33.6	1.24e-60
8	Stromal cells	Endothelial	Endothelial	LDLRAD3	0.3	16.1	2.97e-60
8	Stromal cells	Endothelial	Endothelial	TNXB	0.34	18.2	3.2e-60
8	Stromal cells	Endothelial	Endothelial	SULF2	0.47	28.0	5.14e-60
8	Stromal cells	Endothelial	Endothelial	CPNE8	0.4	24.5	5.17e-60
8	Stromal cells	Endothelial	Endothelial	GNAI2	1.05	72.7	1.91e-59
8	Stromal cells	Endothelial	Endothelial	CD59	1.26	94.4	2.38e-59
8	Stromal cells	Endothelial	Endothelial	CAPG	-1.66	37.1	3.11e-59
8	Stromal cells	Endothelial	Endothelial	STC2	0.3	16.8	4.23e-59
8	Stromal cells	Endothelial	Endothelial	SMIM22	-1.39	9.8	7.93e-59
8	Stromal cells	Endothelial	Endothelial	MDK	-1.4	49.0	1.76e-58
8	Stromal cells	Endothelial	Endothelial	TEAD2	0.34	23.1	1.9e-58
8	Stromal cells	Endothelial	Endothelial	NUAK1	0.77	35.7	3.15e-58
8	Stromal cells	Endothelial	Endothelial	TPT1	0.9	100.0	3.74e-58
8	Stromal cells	Endothelial	Endothelial	DOCK9	0.5	31.5	4.61e-58
8	Stromal cells	Endothelial	Endothelial	APCDD1	0.54	24.5	5.71e-58
8	Stromal cells	Endothelial	Endothelial	RPS28	0.97	100.0	1.08e-57
8	Stromal cells	Endothelial	Endothelial	EBF1	0.27	22.4	1.4e-57
8	Stromal cells	Endothelial	Endothelial	CSGALNACT1	0.29	19.6	4.64e-57
8	Stromal cells	Endothelial	Endothelial	NES	0.38	19.6	7.1e-57
8	Stromal cells	Endothelial	Endothelial	STARD4	0.37	22.4	9.57e-57
8	Stromal cells	Endothelial	Endothelial	ECE1	0.76	56.6	1.01e-56
8	Stromal cells	Endothelial	Endothelial	RBP5	0.42	21.0	1.26e-56
8	Stromal cells	Endothelial	Endothelial	MGP	1.65	71.3	2.01e-56
8	Stromal cells	Endothelial	Endothelial	IL6	0.67	17.5	3.21e-56
8	Stromal cells	Endothelial	Endothelial	TNFRSF12A	-1.53	24.5	7.14e-56
8	Stromal cells	Endothelial	Endothelial	TSPAN4	0.74	55.2	7.16e-56
8	Stromal cells	Endothelial	Endothelial	C4orf32	0.64	43.4	7.37e-56
8	Stromal cells	Endothelial	Endothelial	CDA	0.62	37.1	7.64e-56
8	Stromal cells	Endothelial	Endothelial	EPCAM	-1.47	10.5	1.45e-55
8	Stromal cells	Endothelial	Endothelial	SEMA6B	0.4	27.3	1.67e-55
8	Stromal cells	Endothelial	Endothelial	CYSLTR1	0.32	20.3	1.91e-55
8	Stromal cells	Endothelial	Endothelial	HTRA1	1.12	62.9	2.72e-55
8	Stromal cells	Endothelial	Endothelial	CSF3	0.51	10.5	3.32e-55
8	Stromal cells	Endothelial	Endothelial	TACSTD2	-1.56	40.6	4.8e-55
8	Stromal cells	Endothelial	Endothelial	RPL34	0.97	100.0	6.31e-55
8	Stromal cells	Endothelial	Endothelial	CCDC69	0.48	30.1	9.9e-55
8	Stromal cells	Endothelial	Endothelial	HLA-B	1.13	100.0	1.5e-54
8	Stromal cells	Endothelial	Endothelial	HLA-A	1.2	97.9	1.85e-54
8	Stromal cells	Endothelial	Endothelial	SLC43A3	0.29	18.9	3.04e-54
8	Stromal cells	Endothelial	Endothelial	TSTD1	-1.29	7.0	4.52e-54
8	Stromal cells	Endothelial	Endothelial	PITPNC1	0.42	28.0	6.5e-54
8	Stromal cells	Endothelial	Endothelial	NOTCH1	0.43	26.6	1.45e-53
8	Stromal cells	Endothelial	Endothelial	IPO11	0.47	29.4	2.24e-53
8	Stromal cells	Endothelial	Endothelial	INMT	0.28	15.4	2.61e-53
8	Stromal cells	Endothelial	Endothelial	PTPRM	0.44	25.9	3.72e-53
8	Stromal cells	Endothelial	Endothelial	VAMP8	-1.26	23.1	7.52e-53
8	Stromal cells	Endothelial	Endothelial	SH3BGRL3	1.07	95.1	8.19e-53
8	Stromal cells	Endothelial	Endothelial	UPK1B	-1.98	40.6	7.44e-52
8	Stromal cells	Endothelial	Endothelial	DEK	-1.46	48.3	8.73e-52
8	Stromal cells	Endothelial	Endothelial	THSD1	0.3	16.8	8.84e-52
8	Stromal cells	Endothelial	Endothelial	NDST1	0.39	26.6	1.16e-51
8	Stromal cells	Endothelial	Endothelial	STXBP1	0.25	16.1	5.45e-51
8	Stromal cells	Endothelial	Endothelial	RPS23	0.78	100.0	8.59e-51
8	Stromal cells	Endothelial	Endothelial	CRIP2	1.08	93.7	1.01e-50
8	Stromal cells	Endothelial	Endothelial	ITPRIP	0.4	22.4	2.88e-50
8	Stromal cells	Endothelial	Endothelial	RPS6KA2	0.34	20.3	3.66e-50
8	Stromal cells	Endothelial	Endothelial	CCDC85B	1.19	88.1	3.86e-50
8	Stromal cells	Endothelial	Endothelial	PPARG	-1.49	13.3	8.45e-50
8	Stromal cells	Endothelial	Endothelial	TPM1	-1.56	54.5	8.84e-50
8	Stromal cells	Endothelial	Endothelial	RGS3	0.84	32.9	1.29e-49
8	Stromal cells	Endothelial	Endothelial	MGLL	0.5	26.6	1.98e-49
8	Stromal cells	Endothelial	Endothelial	GAS6	0.58	37.1	5.46e-49
8	Stromal cells	Endothelial	Endothelial	PLXNA2	0.59	35.7	5.68e-49
8	Stromal cells	Endothelial	Endothelial	CSF2RB	0.33	15.4	5.81e-49
8	Stromal cells	Endothelial	Endothelial	CDKN2A	-1.41	12.6	6.46e-49
8	Stromal cells	Endothelial	Endothelial	FSCN1	0.84	49.0	8.54e-49
8	Stromal cells	Endothelial	Endothelial	DUSP6	1.08	51.7	1.12e-48
8	Stromal cells	Endothelial	Endothelial	S100A11	-0.82	97.9	1.64e-48
8	Stromal cells	Endothelial	Endothelial	SYCE1L	0.39	28.0	1.79e-48
8	Stromal cells	Endothelial	Endothelial	FBLN1	-1.32	12.6	3.85e-48
8	Stromal cells	Endothelial	Endothelial	RASGRF2	0.25	14.0	5.61e-48
8	Stromal cells	Endothelial	Endothelial	ADIRF	-1.31	76.9	7.36e-48
8	Stromal cells	Endothelial	Endothelial	ITIH5	0.4	16.1	7.91e-48
8	Stromal cells	Endothelial	Endothelial	ITM2B	1.05	97.9	1.08e-47
8	Stromal cells	Endothelial	Endothelial	NID1	0.48	26.6	2.05e-47
8	Stromal cells	Endothelial	Endothelial	LSM3	-1.32	60.1	2.06e-47
8	Stromal cells	Endothelial	Endothelial	SNCG	-1.28	63.6	3.01e-47
8	Stromal cells	Endothelial	Endothelial	RP11-138A9.2	0.48	32.2	3.06e-47
8	Stromal cells	Endothelial	Endothelial	PPM1F	0.48	28.0	3.74e-47
8	Stromal cells	Endothelial	Endothelial	HN1	-1.36	51.0	4.98e-47
8	Stromal cells	Endothelial	Endothelial	NR3C1	0.46	29.4	5.11e-47
8	Stromal cells	Endothelial	Endothelial	AGPAT2	-1.35	30.1	1.05e-46
8	Stromal cells	Endothelial	Endothelial	PNP	0.77	52.4	1.07e-46
8	Stromal cells	Endothelial	Endothelial	ICAM4	0.58	24.5	1.18e-46
8	Stromal cells	Endothelial	Endothelial	FHL2	-1.35	22.4	4.4e-46
8	Stromal cells	Endothelial	Endothelial	BCR	0.47	28.7	4.91e-46
8	Stromal cells	Endothelial	Endothelial	CDH13	0.48	18.2	7.91e-46
8	Stromal cells	Endothelial	Endothelial	RPL36	0.69	100.0	2.09e-45
8	Stromal cells	Endothelial	Endothelial	RPL26	0.74	100.0	2.53e-45
8	Stromal cells	Endothelial	Endothelial	CST6	-1.73	21.7	3.02e-45
8	Stromal cells	Endothelial	Endothelial	COX6B1	-0.83	88.1	3.27e-45
8	Stromal cells	Endothelial	Endothelial	CXADR	-1.11	4.2	6.69e-45
8	Stromal cells	Endothelial	Endothelial	HAPLN3	0.5	29.4	1.41e-44
8	Stromal cells	Endothelial	Endothelial	HMGN1	-0.94	76.9	2.26e-44
8	Stromal cells	Endothelial	Endothelial	CXCL2	1.21	38.5	2.53e-44
8	Stromal cells	Endothelial	Endothelial	MEAF6	-1.12	42.0	3.6e-44
8	Stromal cells	Endothelial	Endothelial	CADPS2	0.26	16.8	4.49e-44
8	Stromal cells	Endothelial	Endothelial	AFAP1L1	0.33	18.2	5.02e-44
8	Stromal cells	Endothelial	Endothelial	EHD2	0.48	36.4	5.6e-44
8	Stromal cells	Endothelial	Endothelial	CTHRC1	0.33	40.6	7e-44
8	Stromal cells	Endothelial	Endothelial	PDLIM7	0.66	48.3	8.71e-44
8	Stromal cells	Endothelial	Endothelial	HPCAL1	0.58	39.2	4.67e-43
8	Stromal cells	Endothelial	Endothelial	LRRC8C	0.32	20.3	8.78e-43
8	Stromal cells	Endothelial	Endothelial	SPINT1	-1.15	14.0	1.03e-42
8	Stromal cells	Endothelial	Endothelial	SSH1	0.56	37.1	1.17e-42
8	Stromal cells	Endothelial	Endothelial	RPL10	0.66	100.0	1.62e-42
8	Stromal cells	Endothelial	Endothelial	CRNDE	0.38	28.7	2.6e-42
8	Stromal cells	Endothelial	Endothelial	IGF2	-1.73	33.6	3.51e-42
8	Stromal cells	Endothelial	Endothelial	RPL32	-0.83	100.0	4.57e-42
8	Stromal cells	Endothelial	Endothelial	ADAMTS4	0.43	21.0	4.6e-42
8	Stromal cells	Endothelial	Endothelial	CLDN7	-1.08	9.1	1.36e-41
8	Stromal cells	Endothelial	Endothelial	TNFRSF1B	0.26	16.1	1.52e-41
8	Stromal cells	Endothelial	Endothelial	ALDOA	-0.9	86.0	1.61e-41
8	Stromal cells	Endothelial	Endothelial	NDUFS5	-0.83	87.4	3.97e-41
8	Stromal cells	Endothelial	Endothelial	FRMD4A	0.36	22.4	4.19e-41
8	Stromal cells	Endothelial	Endothelial	UPK2	-1.4	16.8	6.13e-41
8	Stromal cells	Endothelial	Endothelial	SNRK	0.51	34.3	6.33e-41
8	Stromal cells	Endothelial	Endothelial	RPS14	0.59	100.0	6.34e-41
8	Stromal cells	Endothelial	Endothelial	UPK3B	-1.27	7.7	7.34e-41
8	Stromal cells	Endothelial	Endothelial	NXN	0.36	21.7	1.92e-40
8	Stromal cells	Endothelial	Endothelial	COL6A2	0.34	40.6	2.42e-40
8	Stromal cells	Endothelial	Endothelial	SDC4	-1.01	6.3	2.42e-40
8	Stromal cells	Endothelial	Endothelial	PALMD	0.79	60.8	3.69e-40
8	Stromal cells	Endothelial	Endothelial	GATA3	-1.16	6.3	3.69e-40
8	Stromal cells	Endothelial	Endothelial	MAL2	-1.08	7.7	5.12e-40
8	Stromal cells	Endothelial	Endothelial	AP1S2	0.77	52.4	5.52e-40
8	Stromal cells	Endothelial	Endothelial	CLDN3	-1.31	11.9	5.82e-40
8	Stromal cells	Endothelial	Endothelial	STC1	1.65	30.1	1.98e-39
8	Stromal cells	Endothelial	Endothelial	TUBB6	0.7	57.3	4.43e-39
8	Stromal cells	Endothelial	Endothelial	PABPC1	-0.73	96.5	5.58e-39
8	Stromal cells	Endothelial	Endothelial	UPK1A	-1.67	13.3	6.4e-39
8	Stromal cells	Endothelial	Endothelial	C1orf122	-1.04	38.5	1.36e-38
8	Stromal cells	Endothelial	Endothelial	TOB1	-1.1	21.7	1.84e-38
8	Stromal cells	Endothelial	Endothelial	GAPDH	-0.78	100.0	2.67e-38
8	Stromal cells	Endothelial	Endothelial	EVA1C	0.42	23.8	5.83e-38
8	Stromal cells	Endothelial	Endothelial	IGFBP3	-1.22	50.3	8.95e-38
8	Stromal cells	Endothelial	Endothelial	TNFAIP8L1	0.42	25.2	9.36e-38
8	Stromal cells	Endothelial	Endothelial	CPNE2	0.38	25.2	9.52e-38
8	Stromal cells	Endothelial	Endothelial	LGALS3	-0.92	65.0	1.16e-37
8	Stromal cells	Endothelial	Endothelial	CD81	0.91	62.9	1.17e-37
8	Stromal cells	Endothelial	Endothelial	CHMP4B	-0.94	44.1	1.57e-37
8	Stromal cells	Endothelial	Endothelial	TMED2	-0.91	48.3	3.74e-37
8	Stromal cells	Endothelial	Endothelial	EDIL3	0.3	18.2	5.33e-37
8	Stromal cells	Endothelial	Endothelial	ALPL	0.42	14.0	5.46e-37
8	Stromal cells	Endothelial	Endothelial	SYT15	0.39	21.0	2.05e-36
8	Stromal cells	Endothelial	Endothelial	MZT2A	-0.91	43.4	2.88e-36
8	Stromal cells	Endothelial	Endothelial	RPL15	0.59	98.6	3.84e-36
8	Stromal cells	Endothelial	Endothelial	RPS15	0.54	99.3	4.37e-36
8	Stromal cells	Endothelial	Endothelial	OAF	0.48	30.8	5.08e-36
8	Stromal cells	Endothelial	Endothelial	RPS13	0.63	98.6	5.51e-36
8	Stromal cells	Endothelial	Endothelial	SMAD9	0.31	20.3	6.16e-36
8	Stromal cells	Endothelial	Endothelial	BGN	0.44	36.4	8.49e-36
8	Stromal cells	Endothelial	Endothelial	HLA-F	0.59	45.5	1.36e-35
8	Stromal cells	Endothelial	Endothelial	RPS9	0.53	100.0	1.62e-35
8	Stromal cells	Endothelial	Endothelial	RPL9	0.55	100.0	1.69e-35
8	Stromal cells	Endothelial	Endothelial	CD99	0.81	88.8	2.03e-35
8	Stromal cells	Endothelial	Endothelial	RPS24	0.62	99.3	2.51e-35
8	Stromal cells	Endothelial	Endothelial	DBI	-1.16	79.0	2.56e-35
8	Stromal cells	Endothelial	Endothelial	LHFP	0.33	28.7	3.22e-35
8	Stromal cells	Endothelial	Endothelial	MSRA	0.31	24.5	3.23e-35
8	Stromal cells	Endothelial	Endothelial	COL18A1	0.74	55.2	3.55e-35
8	Stromal cells	Endothelial	Endothelial	CFH	0.59	38.5	5.41e-35
8	Stromal cells	Endothelial	Endothelial	SNRPE	-0.78	64.3	5.96e-35
8	Stromal cells	Endothelial	Endothelial	VGLL1	-1.0	9.1	6.56e-35
8	Stromal cells	Endothelial	Endothelial	RAB25	-0.86	4.9	6.83e-35
8	Stromal cells	Endothelial	Endothelial	ATP5G3	-0.75	69.2	7.92e-35
8	Stromal cells	Endothelial	Endothelial	GPRC5A	-1.12	16.8	8.97e-35
8	Stromal cells	Endothelial	Endothelial	NREP	0.54	34.3	9.38e-35
8	Stromal cells	Endothelial	Endothelial	DIXDC1	0.26	14.0	9.89e-35
8	Stromal cells	Endothelial	Endothelial	TMSB10	0.57	100.0	1.28e-34
8	Stromal cells	Endothelial	Endothelial	KRT14	-2.08	32.2	1.3e-34
8	Stromal cells	Endothelial	Endothelial	SERPINE1	1.15	41.3	2.57e-34
8	Stromal cells	Endothelial	Endothelial	BHLHE40	0.75	66.4	4.78e-34
8	Stromal cells	Endothelial	Endothelial	PIM1	-0.95	30.1	6.47e-34
8	Stromal cells	Endothelial	Endothelial	GPR146	0.3	17.5	7.33e-34
8	Stromal cells	Endothelial	Endothelial	SWAP70	0.63	49.0	7.7e-34
8	Stromal cells	Endothelial	Endothelial	PEBP1	-0.83	55.9	9.5e-34
8	Stromal cells	Endothelial	Endothelial	TRAF4	-0.88	10.5	9.7e-34
8	Stromal cells	Endothelial	Endothelial	FXYD3	-1.18	17.5	1.19e-33
8	Stromal cells	Endothelial	Endothelial	PTGDS	0.48	21.0	1.29e-33
8	Stromal cells	Endothelial	Endothelial	PDLIM1	0.91	85.3	1.82e-33
8	Stromal cells	Endothelial	Endothelial	MAGEA3	-0.98	5.6	2.52e-33
8	Stromal cells	Endothelial	Endothelial	LRCH1	0.27	18.9	2.6e-33
8	Stromal cells	Endothelial	Endothelial	BMPR2	0.78	53.1	3.15e-33
8	Stromal cells	Endothelial	Endothelial	DMKN	-0.95	11.2	3.16e-33
8	Stromal cells	Endothelial	Endothelial	PLEKHG1	0.34	25.9	3.55e-33
8	Stromal cells	Endothelial	Endothelial	CYP1B1	1.31	44.1	5.01e-33
8	Stromal cells	Endothelial	Endothelial	LAYN	0.3	15.4	5.3e-33
8	Stromal cells	Endothelial	Endothelial	COL13A1	0.27	10.5	6.17e-33
8	Stromal cells	Endothelial	Endothelial	GNB2L1	0.66	97.2	6.68e-33
8	Stromal cells	Endothelial	Endothelial	MAL	-1.14	8.4	8.7e-33
8	Stromal cells	Endothelial	Endothelial	MYO10	0.33	20.3	9.73e-33
8	Stromal cells	Endothelial	Endothelial	CSTB	-0.77	82.5	1.03e-32
8	Stromal cells	Endothelial	Endothelial	MMP2	0.34	37.8	1.1e-32
8	Stromal cells	Endothelial	Endothelial	SERINC2	-0.87	17.5	1.11e-32
8	Stromal cells	Endothelial	Endothelial	CD9	-0.79	82.5	1.55e-32
8	Stromal cells	Endothelial	Endothelial	SOCS3	1.49	81.1	1.55e-32
8	Stromal cells	Endothelial	Endothelial	PLP2	-0.92	24.5	1.58e-32
8	Stromal cells	Endothelial	Endothelial	RASGRP3	0.4	29.4	1.71e-32
8	Stromal cells	Endothelial	Endothelial	ADM	-1.34	25.9	1.87e-32
8	Stromal cells	Endothelial	Endothelial	EEF1A1	0.59	100.0	1.95e-32
8	Stromal cells	Endothelial	Endothelial	SPTBN1	0.82	67.8	5.54e-32
8	Stromal cells	Endothelial	Endothelial	PPAP2B	0.96	47.6	5.78e-32
8	Stromal cells	Endothelial	Endothelial	DLC1	0.79	58.7	6.14e-32
8	Stromal cells	Endothelial	Endothelial	UCP2	-0.99	11.9	6.21e-32
8	Stromal cells	Endothelial	Endothelial	PHGDH	-0.99	7.0	6.79e-32
8	Stromal cells	Endothelial	Endothelial	COX6A1	-0.62	85.3	6.79e-32
8	Stromal cells	Endothelial	Endothelial	KDELR2	-0.8	65.0	7.18e-32
8	Stromal cells	Endothelial	Endothelial	CD164	-0.83	49.0	7.49e-32
8	Stromal cells	Endothelial	Endothelial	NDRG1	0.75	64.3	8.18e-32
8	Stromal cells	Endothelial	Endothelial	HSPB1	0.81	97.2	8.55e-32
8	Stromal cells	Endothelial	Endothelial	LIX1L	0.27	18.9	9.24e-32
8	Stromal cells	Endothelial	Endothelial	ARHGAP31	0.27	15.4	1.28e-31
8	Stromal cells	Endothelial	Endothelial	CMIP	0.61	41.3	1.3e-31
8	Stromal cells	Endothelial	Endothelial	FRMD4B	0.51	36.4	1.8e-31
8	Stromal cells	Endothelial	Endothelial	CNKSR3	0.57	28.7	1.84e-31
8	Stromal cells	Endothelial	Endothelial	TPI1	-0.76	81.8	1.97e-31
8	Stromal cells	Endothelial	Endothelial	SMS	-0.8	14.7	2.32e-31
8	Stromal cells	Endothelial	Endothelial	RPS12	0.5	100.0	2.87e-31
8	Stromal cells	Endothelial	Endothelial	LY6E	-1.01	60.1	2.92e-31
8	Stromal cells	Endothelial	Endothelial	ATP5E	0.56	97.9	3.75e-31
8	Stromal cells	Endothelial	Endothelial	THSD7A	0.51	29.4	4.37e-31
8	Stromal cells	Endothelial	Endothelial	INSR	1.67	60.8	4.38e-31
8	Stromal cells	Endothelial	Endothelial	CYB5A	-0.93	48.3	5.17e-31
8	Stromal cells	Endothelial	Endothelial	H2AFJ	-0.83	44.1	8.06e-31
8	Stromal cells	Endothelial	Endothelial	MZT2B	-0.76	56.6	1.69e-30
8	Stromal cells	Endothelial	Endothelial	ZDHHC12	-0.85	14.7	2.35e-30
8	Stromal cells	Endothelial	Endothelial	PKN1	0.48	37.8	2.57e-30
8	Stromal cells	Endothelial	Endothelial	RILPL2	0.6	37.1	2.98e-30
8	Stromal cells	Endothelial	Endothelial	CALM2	-0.7	93.0	3.05e-30
8	Stromal cells	Endothelial	Endothelial	HMGA1	-0.93	17.5	3.08e-30
8	Stromal cells	Endothelial	Endothelial	GDPD3	-1.0	13.3	3.17e-30
8	Stromal cells	Endothelial	Endothelial	PDXK	-0.83	16.8	4.87e-30
8	Stromal cells	Endothelial	Endothelial	NFATC1	0.32	21.7	5.51e-30
8	Stromal cells	Endothelial	Endothelial	RPL13	0.47	100.0	5.55e-30
8	Stromal cells	Endothelial	Endothelial	TFPI	0.61	33.6	6.33e-30
8	Stromal cells	Endothelial	Endothelial	RNF145	0.67	53.1	9.19e-30
8	Stromal cells	Endothelial	Endothelial	PRSS22	-0.88	3.5	1.27e-29
8	Stromal cells	Endothelial	Endothelial	SLC44A1	-0.84	22.4	2.01e-29
8	Stromal cells	Endothelial	Endothelial	SLC2A3	0.53	61.5	2.34e-29
8	Stromal cells	Endothelial	Endothelial	RPS4X	0.56	99.3	2.69e-29
8	Stromal cells	Endothelial	Endothelial	RCN1	-0.88	46.9	3.16e-29
8	Stromal cells	Endothelial	Endothelial	CALD1	0.58	76.9	3.86e-29
8	Stromal cells	Endothelial	Endothelial	IL32	1.04	53.1	4.03e-29
8	Stromal cells	Endothelial	Endothelial	TRIM47	0.43	35.7	4.82e-29
8	Stromal cells	Endothelial	Endothelial	KIAA0355	0.62	49.0	5.02e-29
8	Stromal cells	Endothelial	Endothelial	SLFN5	0.43	30.1	6.29e-29
8	Stromal cells	Endothelial	Endothelial	WARS	0.77	46.2	7.72e-29
8	Stromal cells	Endothelial	Endothelial	TMEM147	-0.96	57.3	1.07e-28
8	Stromal cells	Endothelial	Endothelial	RTN3	-0.8	34.3	1.11e-28
8	Stromal cells	Endothelial	Endothelial	MAPRE2	0.3	18.9	1.38e-28
8	Stromal cells	Endothelial	Endothelial	CRCT1	-1.78	42.7	1.57e-28
8	Stromal cells	Endothelial	Endothelial	TMEM98	-0.72	5.6	2.16e-28
8	Stromal cells	Endothelial	Endothelial	RAB13	0.76	83.2	2.56e-28
8	Stromal cells	Endothelial	Endothelial	HMOX1	-0.9	12.6	2.77e-28
8	Stromal cells	Endothelial	Endothelial	ETS2	0.74	76.2	3.02e-28
8	Stromal cells	Endothelial	Endothelial	KLF5	-0.88	10.5	3.31e-28
8	Stromal cells	Endothelial	Endothelial	SFN	-0.95	8.4	3.41e-28
8	Stromal cells	Endothelial	Endothelial	SPTSSB	-1.07	8.4	4.14e-28
8	Stromal cells	Endothelial	Endothelial	TPD52	-0.76	9.1	6.69e-28
8	Stromal cells	Endothelial	Endothelial	KRT20	-1.07	9.1	7.21e-28
8	Stromal cells	Endothelial	Endothelial	MYADM	0.54	37.8	9.31e-28
8	Stromal cells	Endothelial	Endothelial	ATP5J	-0.67	83.9	9.66e-28
8	Stromal cells	Endothelial	Endothelial	TNFRSF14	0.41	26.6	1.04e-27
8	Stromal cells	Endothelial	Endothelial	CTNNB1	0.93	70.6	1.05e-27
8	Stromal cells	Endothelial	Endothelial	ERH	-0.64	75.5	1.08e-27
8	Stromal cells	Endothelial	Endothelial	EIF4G2	-0.74	83.9	1.23e-27
8	Stromal cells	Endothelial	Endothelial	APOLD1	0.68	36.4	1.23e-27
8	Stromal cells	Endothelial	Endothelial	S100A14	-1.0	4.9	1.35e-27
8	Stromal cells	Endothelial	Endothelial	CRIP1	-0.95	35.0	2.04e-27
8	Stromal cells	Endothelial	Endothelial	DNAJC15	0.49	47.6	3.52e-27
8	Stromal cells	Endothelial	Endothelial	FNIP2	0.5	36.4	3.66e-27
8	Stromal cells	Endothelial	Endothelial	ANXA1	0.55	79.0	4.13e-27
8	Stromal cells	Endothelial	Endothelial	RPL29	0.46	100.0	4.13e-27
8	Stromal cells	Endothelial	Endothelial	RPL27A	0.4	99.3	5.09e-27
8	Stromal cells	Endothelial	Endothelial	MALL	0.59	45.5	5.32e-27
8	Stromal cells	Endothelial	Endothelial	PRDM1	0.68	34.3	5.43e-27
8	Stromal cells	Endothelial	Endothelial	CAPS	-0.76	8.4	6.24e-27
8	Stromal cells	Endothelial	Endothelial	COX7A2	-0.57	92.3	7.3e-27
8	Stromal cells	Endothelial	Endothelial	JMJD1C	0.68	58.7	8.44e-27
8	Stromal cells	Endothelial	Endothelial	RPLP2	0.36	100.0	9.01e-27
8	Stromal cells	Endothelial	Endothelial	GUK1	0.63	93.7	1.15e-26
8	Stromal cells	Endothelial	Endothelial	PFN2	-0.72	7.7	1.3e-26
8	Stromal cells	Endothelial	Endothelial	TIMP1	0.59	90.2	1.45e-26
8	Stromal cells	Endothelial	Endothelial	VEGFC	0.34	17.5	1.45e-26
8	Stromal cells	Endothelial	Endothelial	CHSY1	0.32	24.5	1.47e-26
8	Stromal cells	Endothelial	Endothelial	RP11-532F12.5	-0.7	5.6	1.51e-26
8	Stromal cells	Endothelial	Endothelial	HIP1	0.32	21.0	1.84e-26
8	Stromal cells	Endothelial	Endothelial	H3F3A	-0.47	98.6	1.91e-26
8	Stromal cells	Endothelial	Endothelial	ATOX1	0.66	80.4	2.12e-26
8	Stromal cells	Endothelial	Endothelial	TPST2	0.57	31.5	2.44e-26
8	Stromal cells	Endothelial	Endothelial	ATP5J2	-0.62	68.5	2.51e-26
8	Stromal cells	Endothelial	Endothelial	ADA	0.26	17.5	2.6e-26
8	Stromal cells	Endothelial	Endothelial	RPA3	-0.76	32.2	3.24e-26
8	Stromal cells	Endothelial	Endothelial	CHCHD2	-0.51	87.4	3.79e-26
8	Stromal cells	Endothelial	Endothelial	TMEM106C	-0.8	9.1	4.26e-26
8	Stromal cells	Endothelial	Endothelial	MORF4L2	-0.65	58.7	4.73e-26
8	Stromal cells	Endothelial	Endothelial	FYN	0.4	29.4	5.16e-26
8	Stromal cells	Endothelial	Endothelial	LINC-PINT	0.34	20.3	5.35e-26
8	Stromal cells	Endothelial	Endothelial	FGFR1	0.28	21.0	5.45e-26
8	Stromal cells	Endothelial	Endothelial	CYCS	-0.68	69.2	5.55e-26
8	Stromal cells	Endothelial	Endothelial	HLA-DMA	0.79	49.0	6.24e-26
8	Stromal cells	Endothelial	Endothelial	BAG1	-0.85	45.5	6.34e-26
8	Stromal cells	Endothelial	Endothelial	SCCPDH	-0.74	25.2	6.34e-26
8	Stromal cells	Endothelial	Endothelial	HSPE1	-0.72	83.2	6.91e-26
8	Stromal cells	Endothelial	Endothelial	RND3	-0.98	16.8	7.38e-26
8	Stromal cells	Endothelial	Endothelial	RPS3A	0.5	98.6	9.78e-26
8	Stromal cells	Endothelial	Endothelial	LSR	-0.7	21.0	1.2e-25
8	Stromal cells	Endothelial	Endothelial	SGK1	0.87	46.9	1.21e-25
8	Stromal cells	Endothelial	Endothelial	RP11-138A9.1	0.39	25.9	1.24e-25
8	Stromal cells	Endothelial	Endothelial	CCDC64B	-0.7	4.2	1.37e-25
8	Stromal cells	Endothelial	Endothelial	TRAM1	-0.82	55.9	1.46e-25
8	Stromal cells	Endothelial	Endothelial	EOGT	0.36	21.7	1.49e-25
8	Stromal cells	Endothelial	Endothelial	EPAS1	0.71	76.2	1.61e-25
8	Stromal cells	Endothelial	Endothelial	SNTB2	0.63	39.9	1.68e-25
8	Stromal cells	Endothelial	Endothelial	APP	0.91	79.7	1.94e-25
8	Stromal cells	Endothelial	Endothelial	LYPD3	-0.84	4.2	1.95e-25
8	Stromal cells	Endothelial	Endothelial	HNRNPF	-0.73	61.5	2.06e-25
8	Stromal cells	Endothelial	Endothelial	CDC37	0.68	79.7	3.6e-25
